V4_1,Data Marking,calendar-years,time,admin-geography,geography,week-number,week,recorded-deaths,deaths
1053,,2014,2014,E12000009,South West,week-5,Week 05,total-registered-deaths,Total registered deaths
1024,,2015,2015,E12000003,Yorkshire and The Humber,week-23,Week 23,total-registered-deaths,Total registered deaths
515,,2014,2014,W92000004,Wales,week-19,Week 19,total-registered-deaths,Total registered deaths
896,,2015,2015,E12000003,Yorkshire and The Humber,week-25,Week 25,total-registered-deaths,Total registered deaths
825,,2014,2014,E12000007,London,week-25,Week 25,total-registered-deaths,Total registered deaths
9529,,2015,2015,K04000001,England and Wales,week-39,Week 39,total-registered-deaths,Total registered deaths
554,,2015,2015,W92000004,Wales,week-37,Week 37,total-registered-deaths,Total registered deaths
890,,2014,2014,E12000007,London,week-23,Week 23,total-registered-deaths,Total registered deaths
999,,2014,2014,E12000006,East of England,week-37,Week 37,total-registered-deaths,Total registered deaths
475,,2015,2015,E12000001,North East,week-34,Week 34,total-registered-deaths,Total registered deaths
1063,,2015,2015,E12000007,London,week-10,Week 10,total-registered-deaths,Total registered deaths
832,,2014,2014,E12000004,East Midlands,week-18,Week 18,total-registered-deaths,Total registered deaths
8147,,2018,2018,K04000001,England and Wales,week-22,Week 22,total-registered-deaths,Total registered deaths
12495,,2018,2018,K04000001,England and Wales,week-6,Week 06,total-registered-deaths,Total registered deaths
10193,,2018,2018,K04000001,England and Wales,week-46,Week 46,total-registered-deaths,Total registered deaths
13935,,2018,2018,K04000001,England and Wales,week-4,Week 04,total-registered-deaths,Total registered deaths
1828,,2018,2018,E12000002,North West,week-3,Week 03,total-registered-deaths,Total registered deaths
1038,,2018,2018,E12000004,East Midlands,week-12,Week 12,total-registered-deaths,Total registered deaths
1145,,2018,2018,E12000005,West Midlands,week-51,Week 51,total-registered-deaths,Total registered deaths
1468,,2018,2018,E12000006,East of England,week-5,Week 05,total-registered-deaths,Total registered deaths
1408,,2018,2018,E12000008,South East,week-26,Week 26,total-registered-deaths,Total registered deaths
971,,2018,2018,E12000009,South West,week-29,Week 29,total-registered-deaths,Total registered deaths
518,,2018,2018,W92000004,Wales,week-33,Week 33,total-registered-deaths,Total registered deaths
9062,,2019,2019,K04000001,England and Wales,week-27,Week 27,total-registered-deaths,Total registered deaths
429,,2011,2011,E12000001,North East,week-17,Week 17,total-registered-deaths,Total registered deaths
963,,2010,2010,E12000007,London,week-19,Week 19,total-registered-deaths,Total registered deaths
15050,,2018,2018,K04000001,England and Wales,week-2,Week 02,total-registered-deaths,Total registered deaths
11223,,2018,2018,K04000001,England and Wales,week-16,Week 16,total-registered-deaths,Total registered deaths
10306,,2018,2018,K04000001,England and Wales,week-17,Week 17,total-registered-deaths,Total registered deaths
10153,,2018,2018,K04000001,England and Wales,week-18,Week 18,total-registered-deaths,Total registered deaths
9127,,2018,2018,K04000001,England and Wales,week-29,Week 29,total-registered-deaths,Total registered deaths
9319,,2018,2018,K04000001,England and Wales,week-32,Week 32,total-registered-deaths,Total registered deaths
10141,,2018,2018,K04000001,England and Wales,week-20,Week 20,total-registered-deaths,Total registered deaths
13285,,2018,2018,K04000001,England and Wales,week-5,Week 05,total-registered-deaths,Total registered deaths
12301,,2018,2018,K04000001,England and Wales,week-15,Week 15,total-registered-deaths,Total registered deaths
9258,,2018,2018,K04000001,England and Wales,week-27,Week 27,total-registered-deaths,Total registered deaths
10854,,2018,2018,K04000001,England and Wales,week-9,Week 09,total-registered-deaths,Total registered deaths
1005,,2019,2019,E12000009,South West,week-26,Week 26,total-registered-deaths,Total registered deaths
1033,,2019,2019,E12000004,East Midlands,week-7,Week 07,total-registered-deaths,Total registered deaths
1435,,2018,2018,E12000008,South East,week-23,Week 23,total-registered-deaths,Total registered deaths
890,,2019,2019,E12000004,East Midlands,week-12,Week 12,total-registered-deaths,Total registered deaths
1425,,2018,2018,E12000006,East of England,week-15,Week 15,total-registered-deaths,Total registered deaths
1393,,2018,2018,E12000009,South West,week-1,Week 01,total-registered-deaths,Total registered deaths
1059,,2019,2019,E12000006,East of England,week-40,Week 40,total-registered-deaths,Total registered deaths
1403,,2018,2018,E12000008,South East,week-28,Week 28,total-registered-deaths,Total registered deaths
1455,,2019,2019,E12000002,North West,week-45,Week 45,total-registered-deaths,Total registered deaths
1013,,2019,2019,E12000005,West Midlands,week-26,Week 26,total-registered-deaths,Total registered deaths
1287,,2019,2019,E12000002,North West,week-29,Week 29,total-registered-deaths,Total registered deaths
895,,2019,2019,E12000007,London,week-43,Week 43,total-registered-deaths,Total registered deaths
1023,,2019,2019,E12000007,London,week-47,Week 47,total-registered-deaths,Total registered deaths
1620,,2019,2019,E12000008,South East,week-21,Week 21,total-registered-deaths,Total registered deaths
1516,,2019,2019,E12000008,South East,week-23,Week 23,total-registered-deaths,Total registered deaths
1328,,2019,2019,E12000008,South East,week-29,Week 29,total-registered-deaths,Total registered deaths
1518,,2019,2019,E12000008,South East,week-36,Week 36,total-registered-deaths,Total registered deaths
809,,2019,2019,W92000004,Wales,week-2,Week 02,total-registered-deaths,Total registered deaths
695,,2019,2019,W92000004,Wales,week-8,Week 08,total-registered-deaths,Total registered deaths
637,,2019,2019,W92000004,Wales,week-15,Week 15,total-registered-deaths,Total registered deaths
9828,,2014,2014,K04000001,England and Wales,week-10,Week 10,total-registered-deaths,Total registered deaths
9622,,2014,2014,K04000001,England and Wales,week-13,Week 13,total-registered-deaths,Total registered deaths
11681,,2014,2014,K04000001,England and Wales,week-51,Week 51,total-registered-deaths,Total registered deaths
906,,2014,2014,E12000003,Yorkshire and The Humber,week-27,Week 27,total-registered-deaths,Total registered deaths
1003,,2014,2014,E12000003,Yorkshire and The Humber,week-36,Week 36,total-registered-deaths,Total registered deaths
897,,2014,2014,E12000003,Yorkshire and The Humber,week-39,Week 39,total-registered-deaths,Total registered deaths
1039,,2014,2014,E12000005,West Midlands,week-6,Week 06,total-registered-deaths,Total registered deaths
939,,2014,2014,E12000005,West Midlands,week-31,Week 31,total-registered-deaths,Total registered deaths
912,,2014,2014,E12000006,East of England,week-21,Week 21,total-registered-deaths,Total registered deaths
1055,,2014,2014,E12000009,South West,week-6,Week 06,total-registered-deaths,Total registered deaths
8862,,2015,2015,K04000001,England and Wales,week-19,Week 19,total-registered-deaths,Total registered deaths
9776,,2015,2015,K04000001,England and Wales,week-41,Week 41,total-registered-deaths,Total registered deaths
9511,,2015,2015,K04000001,England and Wales,week-42,Week 42,total-registered-deaths,Total registered deaths
503,,2015,2015,E12000001,North East,week-19,Week 19,total-registered-deaths,Total registered deaths
1376,,2015,2015,E12000002,North West,week-46,Week 46,total-registered-deaths,Total registered deaths
919,,2015,2015,E12000004,East Midlands,week-49,Week 49,total-registered-deaths,Total registered deaths
1531,,2015,2015,E12000008,South East,week-12,Week 12,total-registered-deaths,Total registered deaths
1102,,2015,2015,E12000009,South West,week-50,Week 50,total-registered-deaths,Total registered deaths
9644,,2017,2017,K04000001,England and Wales,week-16,Week 16,total-registered-deaths,Total registered deaths
551,,2017,2017,E12000001,North East,week-19,Week 19,total-registered-deaths,Total registered deaths
738,,2017,2017,E12000004,East Midlands,week-30,Week 30,total-registered-deaths,Total registered deaths
943,,2017,2017,E12000005,West Midlands,week-32,Week 32,total-registered-deaths,Total registered deaths
990,,2017,2017,E12000005,West Midlands,week-39,Week 39,total-registered-deaths,Total registered deaths
1091,,2017,2017,E12000006,East of England,week-46,Week 46,total-registered-deaths,Total registered deaths
9124,,2016,2016,K04000001,England and Wales,week-37,Week 37,total-registered-deaths,Total registered deaths
478,,2016,2016,E12000001,North East,week-36,Week 36,total-registered-deaths,Total registered deaths
948,,2016,2016,E12000003,Yorkshire and The Humber,week-28,Week 28,total-registered-deaths,Total registered deaths
917,,2016,2016,E12000004,East Midlands,week-11,Week 11,total-registered-deaths,Total registered deaths
859,,2016,2016,E12000004,East Midlands,week-13,Week 13,total-registered-deaths,Total registered deaths
900,,2016,2016,E12000004,East Midlands,week-15,Week 15,total-registered-deaths,Total registered deaths
784,,2016,2016,E12000004,East Midlands,week-28,Week 28,total-registered-deaths,Total registered deaths
1119,,2016,2016,E12000006,East of England,week-23,Week 23,total-registered-deaths,Total registered deaths
1054,,2016,2016,E12000006,East of England,week-28,Week 28,total-registered-deaths,Total registered deaths
976,,2016,2016,E12000007,London,week-45,Week 45,total-registered-deaths,Total registered deaths
1691,,2016,2016,E12000008,South East,week-45,Week 45,total-registered-deaths,Total registered deaths
663,,2016,2016,W92000004,Wales,week-50,Week 50,total-registered-deaths,Total registered deaths
563,,2012,2012,E12000001,North East,week-8,Week 08,total-registered-deaths,Total registered deaths
1000,,2012,2012,E12000003,Yorkshire and The Humber,week-24,Week 24,total-registered-deaths,Total registered deaths
1046,,2012,2012,E12000005,West Midlands,week-5,Week 05,total-registered-deaths,Total registered deaths
1036,,2012,2012,E12000006,East of England,week-13,Week 13,total-registered-deaths,Total registered deaths
829,,2012,2012,E12000007,London,week-36,Week 36,total-registered-deaths,Total registered deaths
553,,2012,2012,W92000004,Wales,week-34,Week 34,total-registered-deaths,Total registered deaths
9237,,2013,2013,K04000001,England and Wales,week-42,Week 42,total-registered-deaths,Total registered deaths
481,,2013,2013,E12000001,North East,week-41,Week 41,total-registered-deaths,Total registered deaths
1481,,2013,2013,E12000002,North West,week-5,Week 05,total-registered-deaths,Total registered deaths
1525,,2013,2013,E12000002,North West,week-9,Week 09,total-registered-deaths,Total registered deaths
1299,,2013,2013,E12000006,East of England,week-2,Week 02,total-registered-deaths,Total registered deaths
1215,,2013,2013,E12000006,East of England,week-5,Week 05,total-registered-deaths,Total registered deaths
1168,,2013,2013,E12000006,East of England,week-12,Week 12,total-registered-deaths,Total registered deaths
1500,,2013,2013,E12000008,South East,week-48,Week 48,total-registered-deaths,Total registered deaths
627,,2013,2013,W92000004,Wales,week-48,Week 48,total-registered-deaths,Total registered deaths
1238,,2011,2011,E12000002,North West,week-47,Week 47,total-registered-deaths,Total registered deaths
1015,,2011,2011,E12000006,East of England,week-23,Week 23,total-registered-deaths,Total registered deaths
888,,2011,2011,E12000006,East of England,week-25,Week 25,total-registered-deaths,Total registered deaths
943,,2011,2011,E12000007,London,week-5,Week 05,total-registered-deaths,Total registered deaths
953,,2011,2011,E12000007,London,week-11,Week 11,total-registered-deaths,Total registered deaths
9195,,2010,2010,K04000001,England and Wales,week-40,Week 40,total-registered-deaths,Total registered deaths
444,,2010,2010,E12000001,North East,week-18,Week 18,total-registered-deaths,Total registered deaths
407,,2010,2010,E12000001,North East,week-35,Week 35,total-registered-deaths,Total registered deaths
1686,,2010,2010,E12000002,North West,week-1,Week 01,total-registered-deaths,Total registered deaths
901,,2010,2010,E12000005,West Midlands,week-34,Week 34,total-registered-deaths,Total registered deaths
9161,,2018,2018,K04000001,England and Wales,week-31,Week 31,total-registered-deaths,Total registered deaths
12142,,2018,2018,K04000001,England and Wales,week-8,Week 08,total-registered-deaths,Total registered deaths
1214,,2018,2018,E12000002,North West,week-26,Week 26,total-registered-deaths,Total registered deaths
1043,,2010,2010,E12000006,East of England,week-44,Week 44,total-registered-deaths,Total registered deaths
9305,,2018,2018,K04000001,England and Wales,week-38,Week 38,total-registered-deaths,Total registered deaths
1363,,2018,2018,E12000003,Yorkshire and The Humber,week-4,Week 04,total-registered-deaths,Total registered deaths
916,,2010,2010,E12000007,London,week-20,Week 20,total-registered-deaths,Total registered deaths
510,,2018,2018,E12000001,North East,week-19,Week 19,total-registered-deaths,Total registered deaths
766,,2018,2018,E12000004,East Midlands,week-39,Week 39,total-registered-deaths,Total registered deaths
1313,,2018,2018,E12000005,West Midlands,week-1,Week 01,total-registered-deaths,Total registered deaths
740,,2010,2010,E12000007,London,week-35,Week 35,total-registered-deaths,Total registered deaths
955,,2010,2010,E12000007,London,week-40,Week 40,total-registered-deaths,Total registered deaths
539,,2018,2018,E12000001,North East,week-49,Week 49,total-registered-deaths,Total registered deaths
1206,,2018,2018,E12000003,Yorkshire and The Humber,week-6,Week 06,total-registered-deaths,Total registered deaths
921,,2018,2018,E12000007,London,week-24,Week 24,total-registered-deaths,Total registered deaths
904,,2018,2018,W92000004,Wales,week-2,Week 02,total-registered-deaths,Total registered deaths
831,,2010,2010,E12000009,South West,week-22,Week 22,total-registered-deaths,Total registered deaths
,x,2014,2014,E12000009,South West,week-53,Week 53,total-registered-deaths,Total registered deaths
1230,,2018,2018,E12000003,Yorkshire and The Humber,week-7,Week 07,total-registered-deaths,Total registered deaths
912,,2018,2018,E12000003,Yorkshire and The Humber,week-38,Week 38,total-registered-deaths,Total registered deaths
918,,2018,2018,W92000004,Wales,week-11,Week 11,total-registered-deaths,Total registered deaths
530,,2018,2018,W92000004,Wales,week-19,Week 19,total-registered-deaths,Total registered deaths
813,,2018,2018,E12000004,East Midlands,week-45,Week 45,total-registered-deaths,Total registered deaths
,x,2013,2013,K04000001,England and Wales,week-53,Week 53,total-registered-deaths,Total registered deaths
604,,2018,2018,W92000004,Wales,week-44,Week 44,total-registered-deaths,Total registered deaths
980,,2018,2018,E12000005,West Midlands,week-41,Week 41,total-registered-deaths,Total registered deaths
868,,2018,2018,E12000007,London,week-39,Week 39,total-registered-deaths,Total registered deaths
9445,,2019,2019,K04000001,England and Wales,week-24,Week 24,total-registered-deaths,Total registered deaths
9458,,2019,2019,K04000001,England and Wales,week-25,Week 25,total-registered-deaths,Total registered deaths
1613,,2018,2018,E12000008,South East,week-17,Week 17,total-registered-deaths,Total registered deaths
634,,2018,2018,W92000004,Wales,week-9,Week 09,total-registered-deaths,Total registered deaths
10958,,2019,2019,K04000001,England and Wales,week-48,Week 48,total-registered-deaths,Total registered deaths
608,,2019,2019,E12000001,North East,week-6,Week 06,total-registered-deaths,Total registered deaths
667,,2018,2018,W92000004,Wales,week-20,Week 20,total-registered-deaths,Total registered deaths
10650,,2019,2019,K04000001,England and Wales,week-46,Week 46,total-registered-deaths,Total registered deaths
838,,2019,2019,E12000006,East of England,week-35,Week 35,total-registered-deaths,Total registered deaths
892,,2019,2019,E12000007,London,week-26,Week 26,total-registered-deaths,Total registered deaths
10882,,2019,2019,K04000001,England and Wales,week-47,Week 47,total-registered-deaths,Total registered deaths
1225,,2019,2019,E12000002,North West,week-16,Week 16,total-registered-deaths,Total registered deaths
1708,,2019,2019,E12000008,South East,week-10,Week 10,total-registered-deaths,Total registered deaths
1376,,2019,2019,E12000008,South East,week-30,Week 30,total-registered-deaths,Total registered deaths
1397,,2019,2019,E12000002,North West,week-21,Week 21,total-registered-deaths,Total registered deaths
1313,,2019,2019,E12000002,North West,week-24,Week 24,total-registered-deaths,Total registered deaths
1037,,2019,2019,E12000009,South West,week-15,Week 15,total-registered-deaths,Total registered deaths
1130,,2019,2019,E12000009,South West,week-50,Week 50,total-registered-deaths,Total registered deaths
1400,,2019,2019,E12000002,North West,week-41,Week 41,total-registered-deaths,Total registered deaths
1131,,2019,2019,E12000003,Yorkshire and The Humber,week-5,Week 05,total-registered-deaths,Total registered deaths
689,,2019,2019,W92000004,Wales,week-48,Week 48,total-registered-deaths,Total registered deaths
1520,,2014,2014,E12000002,North West,week-3,Week 03,total-registered-deaths,Total registered deaths
1001,,2019,2019,E12000003,Yorkshire and The Humber,week-43,Week 43,total-registered-deaths,Total registered deaths
888,,2019,2019,E12000004,East Midlands,week-21,Week 21,total-registered-deaths,Total registered deaths
1282,,2014,2014,E12000002,North West,week-24,Week 24,total-registered-deaths,Total registered deaths
949,,2014,2014,E12000003,Yorkshire and The Humber,week-47,Week 47,total-registered-deaths,Total registered deaths
935,,2019,2019,E12000004,East Midlands,week-48,Week 48,total-registered-deaths,Total registered deaths
973,,2019,2019,E12000004,East Midlands,week-50,Week 50,total-registered-deaths,Total registered deaths
1026,,2014,2014,E12000005,West Midlands,week-36,Week 36,total-registered-deaths,Total registered deaths
975,,2014,2014,E12000005,West Midlands,week-41,Week 41,total-registered-deaths,Total registered deaths
1136,,2019,2019,E12000006,East of England,week-1,Week 01,total-registered-deaths,Total registered deaths
1176,,2019,2019,E12000006,East of England,week-50,Week 50,total-registered-deaths,Total registered deaths
1118,,2014,2014,E12000006,East of England,week-8,Week 08,total-registered-deaths,Total registered deaths
1100,,2014,2014,E12000006,East of England,week-14,Week 14,total-registered-deaths,Total registered deaths
1738,,2019,2019,E12000008,South East,week-6,Week 06,total-registered-deaths,Total registered deaths
1166,,2019,2019,E12000009,South West,week-48,Week 48,total-registered-deaths,Total registered deaths
884,,2014,2014,E12000007,London,week-15,Week 15,total-registered-deaths,Total registered deaths
957,,2014,2014,E12000009,South West,week-25,Week 25,total-registered-deaths,Total registered deaths
542,,2019,2019,W92000004,Wales,week-25,Week 25,total-registered-deaths,Total registered deaths
674,,2019,2019,W92000004,Wales,week-46,Week 46,total-registered-deaths,Total registered deaths
930,,2014,2014,E12000009,South West,week-29,Week 29,total-registered-deaths,Total registered deaths
655,,2014,2014,W92000004,Wales,week-6,Week 06,total-registered-deaths,Total registered deaths
9414,,2014,2014,K04000001,England and Wales,week-24,Week 24,total-registered-deaths,Total registered deaths
775,,2014,2014,E12000003,Yorkshire and The Humber,week-16,Week 16,total-registered-deaths,Total registered deaths
527,,2014,2014,W92000004,Wales,week-16,Week 16,total-registered-deaths,Total registered deaths
10005,,2015,2015,K04000001,England and Wales,week-21,Week 21,total-registered-deaths,Total registered deaths
960,,2014,2014,E12000003,Yorkshire and The Humber,week-20,Week 20,total-registered-deaths,Total registered deaths
925,,2014,2014,E12000003,Yorkshire and The Humber,week-23,Week 23,total-registered-deaths,Total registered deaths
9015,,2015,2015,K04000001,England and Wales,week-28,Week 28,total-registered-deaths,Total registered deaths
573,,2015,2015,E12000001,North East,week-11,Week 11,total-registered-deaths,Total registered deaths
901,,2014,2014,E12000003,Yorkshire and The Humber,week-38,Week 38,total-registered-deaths,Total registered deaths
872,,2014,2014,E12000004,East Midlands,week-11,Week 11,total-registered-deaths,Total registered deaths
544,,2015,2015,E12000001,North East,week-20,Week 20,total-registered-deaths,Total registered deaths
1559,,2015,2015,E12000002,North West,week-10,Week 10,total-registered-deaths,Total registered deaths
1181,,2014,2014,E12000005,West Midlands,week-3,Week 03,total-registered-deaths,Total registered deaths
1057,,2014,2014,E12000005,West Midlands,week-12,Week 12,total-registered-deaths,Total registered deaths
1337,,2015,2015,E12000002,North West,week-23,Week 23,total-registered-deaths,Total registered deaths
756,,2015,2015,E12000004,East Midlands,week-26,Week 26,total-registered-deaths,Total registered deaths
1057,,2014,2014,E12000006,East of England,week-5,Week 05,total-registered-deaths,Total registered deaths
992,,2014,2014,E12000006,East of England,week-47,Week 47,total-registered-deaths,Total registered deaths
915,,2015,2015,E12000004,East Midlands,week-50,Week 50,total-registered-deaths,Total registered deaths
1152,,2015,2015,E12000005,West Midlands,week-8,Week 08,total-registered-deaths,Total registered deaths
869,,2014,2014,E12000007,London,week-24,Week 24,total-registered-deaths,Total registered deaths
1521,,2014,2014,E12000008,South East,week-47,Week 47,total-registered-deaths,Total registered deaths
927,,2015,2015,E12000005,West Midlands,week-26,Week 26,total-registered-deaths,Total registered deaths
1767,,2015,2015,E12000008,South East,week-9,Week 09,total-registered-deaths,Total registered deaths
944,,2014,2014,E12000009,South West,week-19,Week 19,total-registered-deaths,Total registered deaths
9711,,2015,2015,K04000001,England and Wales,week-43,Week 43,total-registered-deaths,Total registered deaths
1388,,2015,2015,E12000008,South East,week-32,Week 32,total-registered-deaths,Total registered deaths
606,,2015,2015,W92000004,Wales,week-24,Week 24,total-registered-deaths,Total registered deaths
717,,2015,2015,E12000001,North East,week-5,Week 05,total-registered-deaths,Total registered deaths
669,,2015,2015,E12000001,North East,week-6,Week 06,total-registered-deaths,Total registered deaths
10693,,2017,2017,K04000001,England and Wales,week-19,Week 19,total-registered-deaths,Total registered deaths
1042,,2017,2017,E12000003,Yorkshire and The Humber,week-45,Week 45,total-registered-deaths,Total registered deaths
661,,2015,2015,E12000001,North East,week-7,Week 07,total-registered-deaths,Total registered deaths
1718,,2015,2015,E12000002,North West,week-1,Week 01,total-registered-deaths,Total registered deaths
1557,,2017,2017,E12000008,South East,week-12,Week 12,total-registered-deaths,Total registered deaths
1151,,2017,2017,E12000009,South West,week-47,Week 47,total-registered-deaths,Total registered deaths
866,,2015,2015,E12000003,Yorkshire and The Humber,week-22,Week 22,total-registered-deaths,Total registered deaths
868,,2015,2015,E12000003,Yorkshire and The Humber,week-27,Week 27,total-registered-deaths,Total registered deaths
570,,2017,2017,W92000004,Wales,week-34,Week 34,total-registered-deaths,Total registered deaths
636,,2017,2017,W92000004,Wales,week-48,Week 48,total-registered-deaths,Total registered deaths
886,,2015,2015,E12000003,Yorkshire and The Humber,week-44,Week 44,total-registered-deaths,Total registered deaths
767,,2015,2015,E12000004,East Midlands,week-46,Week 46,total-registered-deaths,Total registered deaths
9873,,2016,2016,K04000001,England and Wales,week-23,Week 23,total-registered-deaths,Total registered deaths
9182,,2016,2016,K04000001,England and Wales,week-31,Week 31,total-registered-deaths,Total registered deaths
1071,,2015,2015,E12000005,West Midlands,week-13,Week 13,total-registered-deaths,Total registered deaths
922,,2015,2015,E12000006,East of England,week-37,Week 37,total-registered-deaths,Total registered deaths
533,,2016,2016,E12000001,North East,week-20,Week 20,total-registered-deaths,Total registered deaths
511,,2016,2016,E12000001,North East,week-42,Week 42,total-registered-deaths,Total registered deaths
990,,2015,2015,E12000007,London,week-51,Week 51,total-registered-deaths,Total registered deaths
901,,2015,2015,E12000009,South West,week-19,Week 19,total-registered-deaths,Total registered deaths
1505,,2016,2016,E12000002,North West,week-9,Week 09,total-registered-deaths,Total registered deaths
1331,,2016,2016,E12000002,North West,week-12,Week 12,total-registered-deaths,Total registered deaths
1122,,2015,2015,E12000009,South West,week-21,Week 21,total-registered-deaths,Total registered deaths
11794,,2017,2017,K04000001,England and Wales,week-8,Week 08,total-registered-deaths,Total registered deaths
940,,2016,2016,E12000003,Yorkshire and The Humber,week-41,Week 41,total-registered-deaths,Total registered deaths
981,,2016,2016,E12000004,East Midlands,week-51,Week 51,total-registered-deaths,Total registered deaths
9940,,2017,2017,K04000001,England and Wales,week-41,Week 41,total-registered-deaths,Total registered deaths
1192,,2017,2017,E12000002,North West,week-31,Week 31,total-registered-deaths,Total registered deaths
1136,,2016,2016,E12000005,West Midlands,week-11,Week 11,total-registered-deaths,Total registered deaths
1076,,2016,2016,E12000005,West Midlands,week-48,Week 48,total-registered-deaths,Total registered deaths
1071,,2017,2017,E12000006,East of England,week-39,Week 39,total-registered-deaths,Total registered deaths
1095,,2017,2017,E12000007,London,week-7,Week 07,total-registered-deaths,Total registered deaths
574,,2016,2016,W92000004,Wales,week-33,Week 33,total-registered-deaths,Total registered deaths
10287,,2012,2012,K04000001,England and Wales,week-6,Week 06,total-registered-deaths,Total registered deaths
907,,2017,2017,E12000007,London,week-34,Week 34,total-registered-deaths,Total registered deaths
1520,,2017,2017,E12000008,South East,week-13,Week 13,total-registered-deaths,Total registered deaths
8641,,2012,2012,K04000001,England and Wales,week-37,Week 37,total-registered-deaths,Total registered deaths
482,,2012,2012,E12000001,North East,week-25,Week 25,total-registered-deaths,Total registered deaths
1118,,2017,2017,E12000009,South West,week-21,Week 21,total-registered-deaths,Total registered deaths
9388,,2016,2016,K04000001,England and Wales,week-28,Week 28,total-registered-deaths,Total registered deaths
1178,,2012,2012,E12000002,North West,week-37,Week 37,total-registered-deaths,Total registered deaths
1330,,2012,2012,E12000002,North West,week-50,Week 50,total-registered-deaths,Total registered deaths
9768,,2016,2016,K04000001,England and Wales,week-42,Week 42,total-registered-deaths,Total registered deaths
10152,,2016,2016,K04000001,England and Wales,week-44,Week 44,total-registered-deaths,Total registered deaths
844,,2012,2012,E12000003,Yorkshire and The Humber,week-31,Week 31,total-registered-deaths,Total registered deaths
634,,2012,2012,E12000004,East Midlands,week-35,Week 35,total-registered-deaths,Total registered deaths
1602,,2016,2016,E12000002,North West,week-3,Week 03,total-registered-deaths,Total registered deaths
927,,2016,2016,E12000003,Yorkshire and The Humber,week-20,Week 20,total-registered-deaths,Total registered deaths
791,,2012,2012,E12000004,East Midlands,week-42,Week 42,total-registered-deaths,Total registered deaths
933,,2012,2012,E12000006,East of England,week-36,Week 36,total-registered-deaths,Total registered deaths
1147,,2016,2016,E12000006,East of England,week-20,Week 20,total-registered-deaths,Total registered deaths
1212,,2016,2016,E12000006,East of England,week-49,Week 49,total-registered-deaths,Total registered deaths
970,,2012,2012,E12000006,East of England,week-43,Week 43,total-registered-deaths,Total registered deaths
1096,,2012,2012,E12000007,London,week-1,Week 01,total-registered-deaths,Total registered deaths
1058,,2016,2016,E12000007,London,week-11,Week 11,total-registered-deaths,Total registered deaths
854,,2016,2016,E12000007,London,week-38,Week 38,total-registered-deaths,Total registered deaths
986,,2012,2012,E12000007,London,week-51,Week 51,total-registered-deaths,Total registered deaths
1597,,2012,2012,E12000008,South East,week-17,Week 17,total-registered-deaths,Total registered deaths
1292,,2016,2016,E12000009,South West,week-11,Week 11,total-registered-deaths,Total registered deaths
1052,,2016,2016,E12000009,South West,week-28,Week 28,total-registered-deaths,Total registered deaths
1343,,2012,2012,E12000008,South East,week-39,Week 39,total-registered-deaths,Total registered deaths
932,,2013,2013,E12000003,Yorkshire and The Humber,week-48,Week 48,total-registered-deaths,Total registered deaths
1052,,2016,2016,E12000009,South West,week-31,Week 31,total-registered-deaths,Total registered deaths
1056,,2016,2016,E12000009,South West,week-41,Week 41,total-registered-deaths,Total registered deaths
870,,2013,2013,E12000005,West Midlands,week-19,Week 19,total-registered-deaths,Total registered deaths
1000,,2013,2013,E12000005,West Midlands,week-21,Week 21,total-registered-deaths,Total registered deaths
690,,2016,2016,W92000004,Wales,week-5,Week 05,total-registered-deaths,Total registered deaths
712,,2016,2016,W92000004,Wales,week-13,Week 13,total-registered-deaths,Total registered deaths
875,,2013,2013,E12000006,East of England,week-22,Week 22,total-registered-deaths,Total registered deaths
1125,,2013,2013,E12000007,London,week-15,Week 15,total-registered-deaths,Total registered deaths
681,,2016,2016,W92000004,Wales,week-46,Week 46,total-registered-deaths,Total registered deaths
978,,2012,2012,E12000003,Yorkshire and The Humber,week-22,Week 22,total-registered-deaths,Total registered deaths
496,,2011,2011,E12000001,North East,week-13,Week 13,total-registered-deaths,Total registered deaths
453,,2011,2011,E12000001,North East,week-33,Week 33,total-registered-deaths,Total registered deaths
718,,2012,2012,E12000004,East Midlands,week-30,Week 30,total-registered-deaths,Total registered deaths
951,,2012,2012,E12000005,West Midlands,week-45,Week 45,total-registered-deaths,Total registered deaths
847,,2011,2011,E12000003,Yorkshire and The Humber,week-29,Week 29,total-registered-deaths,Total registered deaths
873,,2011,2011,E12000003,Yorkshire and The Humber,week-34,Week 34,total-registered-deaths,Total registered deaths
1085,,2012,2012,E12000005,West Midlands,week-51,Week 51,total-registered-deaths,Total registered deaths
1065,,2012,2012,E12000006,East of England,week-11,Week 11,total-registered-deaths,Total registered deaths
1039,,2011,2011,E12000003,Yorkshire and The Humber,week-44,Week 44,total-registered-deaths,Total registered deaths
891,,2011,2011,E12000003,Yorkshire and The Humber,week-52,Week 52,total-registered-deaths,Total registered deaths
1032,,2012,2012,E12000007,London,week-6,Week 06,total-registered-deaths,Total registered deaths
1254,,2012,2012,E12000008,South East,week-28,Week 28,total-registered-deaths,Total registered deaths
735,,2011,2011,E12000004,East Midlands,week-34,Week 34,total-registered-deaths,Total registered deaths
739,,2011,2011,E12000004,East Midlands,week-36,Week 36,total-registered-deaths,Total registered deaths
1093,,2013,2013,E12000005,West Midlands,week-9,Week 09,total-registered-deaths,Total registered deaths
902,,2013,2013,E12000006,East of England,week-34,Week 34,total-registered-deaths,Total registered deaths
991,,2011,2011,E12000006,East of England,week-9,Week 09,total-registered-deaths,Total registered deaths
