V4_1,Data Marking,calendar-years,time,admin-geography,geography,week-number,week,recorded-deaths,deaths
1106,,2018,2018,E12000006,East of England,week-49,Week 49,total-registered-deaths,Total registered deaths
841,,2018,2018,E12000007,London,week-19,Week 19,total-registered-deaths,Total registered deaths
997,,2018,2018,E12000009,South West,week-21,Week 21,total-registered-deaths,Total registered deaths
783,,2018,2018,W92000004,Wales,week-1,Week 01,total-registered-deaths,Total registered deaths
1251,,2019,2019,E12000009,South West,week-6,Week 06,total-registered-deaths,Total registered deaths
496,,2019,2019,W92000004,Wales,week-52,Week 52,total-registered-deaths,Total registered deaths
527,,2019,2019,E12000001,North East,week-41,Week 41,total-registered-deaths,Total registered deaths
553,,2019,2019,E12000001,North East,week-45,Week 45,total-registered-deaths,Total registered deaths
929,,2019,2019,E12000005,West Midlands,week-31,Week 31,total-registered-deaths,Total registered deaths
1712,,2019,2019,E12000008,South East,week-9,Week 09,total-registered-deaths,Total registered deaths
11847,,2014,2014,K04000001,England and Wales,week-2,Week 02,total-registered-deaths,Total registered deaths
1377,,2014,2014,E12000002,North West,week-4,Week 04,total-registered-deaths,Total registered deaths
1207,,2019,2019,E12000009,South West,week-7,Week 07,total-registered-deaths,Total registered deaths
699,,2019,2019,W92000004,Wales,week-50,Week 50,total-registered-deaths,Total registered deaths
1068,,2018,2018,E12000009,South West,week-20,Week 20,total-registered-deaths,Total registered deaths
640,,2018,2018,W92000004,Wales,week-42,Week 42,total-registered-deaths,Total registered deaths
10377,,2014,2014,K04000001,England and Wales,week-9,Week 09,total-registered-deaths,Total registered deaths
589,,2014,2014,E12000001,North East,week-18,Week 18,total-registered-deaths,Total registered deaths
1453,,2018,2018,E12000008,South East,week-32,Week 32,total-registered-deaths,Total registered deaths
1019,,2018,2018,E12000009,South West,week-25,Week 25,total-registered-deaths,Total registered deaths
918,,2019,2019,E12000005,West Midlands,week-34,Week 34,total-registered-deaths,Total registered deaths
988,,2019,2019,E12000006,East of England,week-31,Week 31,total-registered-deaths,Total registered deaths
553,,2019,2019,W92000004,Wales,week-29,Week 29,total-registered-deaths,Total registered deaths
940,,2014,2014,E12000003,Yorkshire and The Humber,week-14,Week 14,total-registered-deaths,Total registered deaths
724,,2018,2018,W92000004,Wales,week-51,Week 51,total-registered-deaths,Total registered deaths
776,,2019,2019,E12000004,East Midlands,week-19,Week 19,total-registered-deaths,Total registered deaths
610,,2019,2019,E12000001,North East,week-8,Week 08,total-registered-deaths,Total registered deaths
963,,2019,2019,E12000004,East Midlands,week-5,Week 05,total-registered-deaths,Total registered deaths
1149,,2019,2019,E12000002,North West,week-32,Week 32,total-registered-deaths,Total registered deaths
1214,,2019,2019,E12000002,North West,week-19,Week 19,total-registered-deaths,Total registered deaths
8994,,2019,2019,K04000001,England and Wales,week-34,Week 34,total-registered-deaths,Total registered deaths
1202,,2019,2019,E12000006,East of England,week-5,Week 05,total-registered-deaths,Total registered deaths
1269,,2019,2019,E12000005,West Midlands,week-51,Week 51,total-registered-deaths,Total registered deaths
867,,2019,2019,E12000004,East Midlands,week-36,Week 36,total-registered-deaths,Total registered deaths
1342,,2019,2019,E12000006,East of England,week-7,Week 07,total-registered-deaths,Total registered deaths
1570,,2018,2018,E12000008,South East,week-18,Week 18,total-registered-deaths,Total registered deaths
494,,2019,2019,E12000001,North East,week-38,Week 38,total-registered-deaths,Total registered deaths
1047,,2018,2018,E12000009,South West,week-13,Week 13,total-registered-deaths,Total registered deaths
1184,,2019,2019,E12000005,West Midlands,week-48,Week 48,total-registered-deaths,Total registered deaths
1212,,2018,2018,E12000009,South West,week-16,Week 16,total-registered-deaths,Total registered deaths
1125,,2019,2019,E12000003,Yorkshire and The Humber,week-18,Week 18,total-registered-deaths,Total registered deaths
10402,,2019,2019,K04000001,England and Wales,week-12,Week 12,total-registered-deaths,Total registered deaths
946,,2019,2019,E12000004,East Midlands,week-10,Week 10,total-registered-deaths,Total registered deaths
1041,,2019,2019,E12000007,London,week-46,Week 46,total-registered-deaths,Total registered deaths
1214,,2019,2019,E12000006,East of England,week-9,Week 09,total-registered-deaths,Total registered deaths
607,,2018,2018,W92000004,Wales,week-23,Week 23,total-registered-deaths,Total registered deaths
9122,,2019,2019,K04000001,England and Wales,week-32,Week 32,total-registered-deaths,Total registered deaths
827,,2019,2019,E12000004,East Midlands,week-38,Week 38,total-registered-deaths,Total registered deaths
9271,,2019,2019,K04000001,England and Wales,week-31,Week 31,total-registered-deaths,Total registered deaths
880,,2019,2019,E12000004,East Midlands,week-45,Week 45,total-registered-deaths,Total registered deaths
1070,,2019,2019,E12000003,Yorkshire and The Humber,week-46,Week 46,total-registered-deaths,Total registered deaths
1085,,2018,2018,E12000009,South West,week-24,Week 24,total-registered-deaths,Total registered deaths
883,,2010,2010,E12000006,East of England,week-31,Week 31,total-registered-deaths,Total registered deaths
919,,2019,2019,E12000007,London,week-23,Week 23,total-registered-deaths,Total registered deaths
981,,2019,2019,E12000006,East of England,week-27,Week 27,total-registered-deaths,Total registered deaths
1272,,2019,2019,E12000002,North West,week-28,Week 28,total-registered-deaths,Total registered deaths
1344,,2019,2019,E12000006,East of England,week-3,Week 03,total-registered-deaths,Total registered deaths
10126,,2019,2019,K04000001,England and Wales,week-14,Week 14,total-registered-deaths,Total registered deaths
1338,,2019,2019,E12000002,North West,week-44,Week 44,total-registered-deaths,Total registered deaths
898,,2018,2018,E12000007,London,week-40,Week 40,total-registered-deaths,Total registered deaths
1198,,2019,2019,E12000009,South West,week-10,Week 10,total-registered-deaths,Total registered deaths
847,,2019,2019,E12000004,East Midlands,week-41,Week 41,total-registered-deaths,Total registered deaths
530,,2019,2019,E12000001,North East,week-32,Week 32,total-registered-deaths,Total registered deaths
1073,,2019,2019,E12000006,East of England,week-41,Week 41,total-registered-deaths,Total registered deaths
1250,,2019,2019,E12000002,North West,week-26,Week 26,total-registered-deaths,Total registered deaths
699,,2019,2019,W92000004,Wales,week-47,Week 47,total-registered-deaths,Total registered deaths
882,,2019,2019,E12000005,West Midlands,week-30,Week 30,total-registered-deaths,Total registered deaths
2371,,2018,2018,E12000008,South East,week-2,Week 02,total-registered-deaths,Total registered deaths
574,,2018,2018,W92000004,Wales,week-31,Week 31,total-registered-deaths,Total registered deaths
1248,,2019,2019,E12000002,North West,week-36,Week 36,total-registered-deaths,Total registered deaths
10147,,2014,2014,K04000001,England and Wales,week-6,Week 06,total-registered-deaths,Total registered deaths
1137,,2019,2019,E12000003,Yorkshire and The Humber,week-4,Week 04,total-registered-deaths,Total registered deaths
1601,,2019,2019,E12000008,South East,week-11,Week 11,total-registered-deaths,Total registered deaths
1367,,2014,2014,E12000002,North West,week-18,Week 18,total-registered-deaths,Total registered deaths
525,,2014,2014,E12000001,North East,week-40,Week 40,total-registered-deaths,Total registered deaths
10272,,2019,2019,K04000001,England and Wales,week-20,Week 20,total-registered-deaths,Total registered deaths
472,,2014,2014,E12000001,North East,week-43,Week 43,total-registered-deaths,Total registered deaths
1026,,2019,2019,E12000006,East of England,week-32,Week 32,total-registered-deaths,Total registered deaths
582,,2019,2019,W92000004,Wales,week-36,Week 36,total-registered-deaths,Total registered deaths
905,,2014,2014,E12000003,Yorkshire and The Humber,week-29,Week 29,total-registered-deaths,Total registered deaths
1024,,2019,2019,E12000003,Yorkshire and The Humber,week-21,Week 21,total-registered-deaths,Total registered deaths
887,,2019,2019,E12000004,East Midlands,week-20,Week 20,total-registered-deaths,Total registered deaths
1566,,2019,2019,E12000002,North West,week-3,Week 03,total-registered-deaths,Total registered deaths
1116,,2019,2019,E12000006,East of England,week-10,Week 10,total-registered-deaths,Total registered deaths
9517,,2019,2019,K04000001,England and Wales,week-39,Week 39,total-registered-deaths,Total registered deaths
1087,,2019,2019,E12000003,Yorkshire and The Humber,week-12,Week 12,total-registered-deaths,Total registered deaths
1279,,2019,2019,E12000003,Yorkshire and The Humber,week-2,Week 02,total-registered-deaths,Total registered deaths
1094,,2019,2019,E12000008,South East,week-52,Week 52,total-registered-deaths,Total registered deaths
982,,2019,2019,E12000006,East of England,week-23,Week 23,total-registered-deaths,Total registered deaths
1009,,2019,2019,E12000007,London,week-9,Week 09,total-registered-deaths,Total registered deaths
1138,,2019,2019,E12000005,West Midlands,week-47,Week 47,total-registered-deaths,Total registered deaths
965,,2018,2018,E12000009,South West,week-39,Week 39,total-registered-deaths,Total registered deaths
782,,2019,2019,E12000003,Yorkshire and The Humber,week-22,Week 22,total-registered-deaths,Total registered deaths
1117,,2018,2018,E12000009,South West,week-17,Week 17,total-registered-deaths,Total registered deaths
1573,,2019,2019,E12000008,South East,week-40,Week 40,total-registered-deaths,Total registered deaths
10567,,2019,2019,K04000001,England and Wales,week-11,Week 11,total-registered-deaths,Total registered deaths
747,,2019,2019,E12000004,East Midlands,week-28,Week 28,total-registered-deaths,Total registered deaths
1277,,2019,2019,E12000002,North West,week-14,Week 14,total-registered-deaths,Total registered deaths
1218,,2019,2019,E12000006,East of England,week-8,Week 08,total-registered-deaths,Total registered deaths
553,,2019,2019,W92000004,Wales,week-34,Week 34,total-registered-deaths,Total registered deaths
1083,,2019,2019,E12000006,East of England,week-42,Week 42,total-registered-deaths,Total registered deaths
461,,2018,2018,W92000004,Wales,week-52,Week 52,total-registered-deaths,Total registered deaths
640,,2019,2019,E12000001,North East,week-4,Week 04,total-registered-deaths,Total registered deaths
1115,,2019,2019,E12000006,East of England,week-36,Week 36,total-registered-deaths,Total registered deaths
530,,2019,2019,E12000001,North East,week-21,Week 21,total-registered-deaths,Total registered deaths
1066,,2019,2019,E12000006,East of England,week-12,Week 12,total-registered-deaths,Total registered deaths
1241,,2019,2019,E12000005,West Midlands,week-6,Week 06,total-registered-deaths,Total registered deaths
743,,2018,2018,W92000004,Wales,week-15,Week 15,total-registered-deaths,Total registered deaths
950,,2010,2010,E12000007,London,week-15,Week 15,total-registered-deaths,Total registered deaths
1782,,2019,2019,E12000008,South East,week-18,Week 18,total-registered-deaths,Total registered deaths
716,,2019,2019,E12000006,East of England,week-52,Week 52,total-registered-deaths,Total registered deaths
927,,2019,2019,E12000004,East Midlands,week-9,Week 09,total-registered-deaths,Total registered deaths
9112,,2019,2019,K04000001,England and Wales,week-30,Week 30,total-registered-deaths,Total registered deaths
925,,2019,2019,E12000007,London,week-12,Week 12,total-registered-deaths,Total registered deaths
916,,2019,2019,E12000003,Yorkshire and The Humber,week-37,Week 37,total-registered-deaths,Total registered deaths
1225,,2018,2018,E12000009,South West,week-51,Week 51,total-registered-deaths,Total registered deaths
986,,2019,2019,E12000009,South West,week-24,Week 24,total-registered-deaths,Total registered deaths
1027,,2019,2019,E12000005,West Midlands,week-39,Week 39,total-registered-deaths,Total registered deaths
585,,2019,2019,E12000001,North East,week-50,Week 50,total-registered-deaths,Total registered deaths
1299,,2019,2019,E12000002,North West,week-39,Week 39,total-registered-deaths,Total registered deaths
1021,,2019,2019,E12000007,London,week-1,Week 01,total-registered-deaths,Total registered deaths
8931,,2014,2014,K04000001,England and Wales,week-26,Week 26,total-registered-deaths,Total registered deaths
10021,,2019,2019,K04000001,England and Wales,week-43,Week 43,total-registered-deaths,Total registered deaths
1019,,2019,2019,E12000005,West Midlands,week-43,Week 43,total-registered-deaths,Total registered deaths
491,,2019,2019,E12000001,North East,week-40,Week 40,total-registered-deaths,Total registered deaths
910,,2019,2019,E12000003,Yorkshire and The Humber,week-16,Week 16,total-registered-deaths,Total registered deaths
9107,,2014,2014,K04000001,England and Wales,week-38,Week 38,total-registered-deaths,Total registered deaths
879,,2019,2019,E12000004,East Midlands,week-11,Week 11,total-registered-deaths,Total registered deaths
600,,2019,2019,W92000004,Wales,week-19,Week 19,total-registered-deaths,Total registered deaths
1428,,2014,2014,E12000002,North West,week-9,Week 09,total-registered-deaths,Total registered deaths
1304,,2014,2014,E12000005,West Midlands,week-2,Week 02,total-registered-deaths,Total registered deaths
1425,,2019,2019,E12000002,North West,week-9,Week 09,total-registered-deaths,Total registered deaths
1431,,2014,2014,E12000002,North West,week-6,Week 06,total-registered-deaths,Total registered deaths
1936,,2019,2019,E12000008,South East,week-3,Week 03,total-registered-deaths,Total registered deaths
590,,2014,2014,E12000001,North East,week-8,Week 08,total-registered-deaths,Total registered deaths
877,,2014,2014,E12000003,Yorkshire and The Humber,week-34,Week 34,total-registered-deaths,Total registered deaths
984,,2019,2019,E12000003,Yorkshire and The Humber,week-26,Week 26,total-registered-deaths,Total registered deaths
1131,,2019,2019,E12000005,West Midlands,week-4,Week 04,total-registered-deaths,Total registered deaths
1463,,2019,2019,E12000002,North West,week-10,Week 10,total-registered-deaths,Total registered deaths
1084,,2019,2019,E12000006,East of England,week-17,Week 17,total-registered-deaths,Total registered deaths
505,,2019,2019,E12000001,North East,week-34,Week 34,total-registered-deaths,Total registered deaths
948,,2019,2019,E12000003,Yorkshire and The Humber,week-40,Week 40,total-registered-deaths,Total registered deaths
900,,2019,2019,E12000007,London,week-24,Week 24,total-registered-deaths,Total registered deaths
1014,,2019,2019,E12000009,South West,week-36,Week 36,total-registered-deaths,Total registered deaths
963,,2019,2019,E12000009,South West,week-34,Week 34,total-registered-deaths,Total registered deaths
978,,2019,2019,E12000009,South West,week-33,Week 33,total-registered-deaths,Total registered deaths
892,,2019,2019,E12000007,London,week-33,Week 33,total-registered-deaths,Total registered deaths
10898,,2019,2019,K04000001,England and Wales,week-10,Week 10,total-registered-deaths,Total registered deaths
1150,,2019,2019,E12000005,West Midlands,week-5,Week 05,total-registered-deaths,Total registered deaths
537,,2018,2018,W92000004,Wales,week-32,Week 32,total-registered-deaths,Total registered deaths
962,,2019,2019,E12000009,South West,week-27,Week 27,total-registered-deaths,Total registered deaths
10059,,2019,2019,K04000001,England and Wales,week-17,Week 17,total-registered-deaths,Total registered deaths
906,,2019,2019,E12000005,West Midlands,week-19,Week 19,total-registered-deaths,Total registered deaths
1400,,2019,2019,E12000002,North West,week-42,Week 42,total-registered-deaths,Total registered deaths
1188,,2019,2019,E12000006,East of England,week-15,Week 15,total-registered-deaths,Total registered deaths
458,,2014,2014,E12000001,North East,week-17,Week 17,total-registered-deaths,Total registered deaths
1073,,2019,2019,E12000007,London,week-3,Week 03,total-registered-deaths,Total registered deaths
9025,,2019,2019,K04000001,England and Wales,week-16,Week 16,total-registered-deaths,Total registered deaths
569,,2019,2019,E12000001,North East,week-7,Week 07,total-registered-deaths,Total registered deaths
1066,,2019,2019,E12000007,London,week-5,Week 05,total-registered-deaths,Total registered deaths
1200,,2019,2019,E12000002,North West,week-52,Week 52,total-registered-deaths,Total registered deaths
1586,,2019,2019,E12000008,South East,week-1,Week 01,total-registered-deaths,Total registered deaths
826,,2019,2019,E12000005,West Midlands,week-35,Week 35,total-registered-deaths,Total registered deaths
1063,,2019,2019,E12000006,East of England,week-43,Week 43,total-registered-deaths,Total registered deaths
880,,2010,2010,E12000007,London,week-37,Week 37,total-registered-deaths,Total registered deaths
1394,,2019,2019,E12000009,South West,week-2,Week 02,total-registered-deaths,Total registered deaths
829,,2019,2019,E12000007,London,week-29,Week 29,total-registered-deaths,Total registered deaths
1452,,2019,2019,E12000008,South East,week-24,Week 24,total-registered-deaths,Total registered deaths
9513,,2019,2019,K04000001,England and Wales,week-37,Week 37,total-registered-deaths,Total registered deaths
928,,2019,2019,E12000005,West Midlands,week-16,Week 16,total-registered-deaths,Total registered deaths
598,,2018,2018,W92000004,Wales,week-38,Week 38,total-registered-deaths,Total registered deaths
1709,,2019,2019,E12000008,South East,week-51,Week 51,total-registered-deaths,Total registered deaths
1540,,2019,2019,E12000008,South East,week-13,Week 13,total-registered-deaths,Total registered deaths
9557,,2014,2014,K04000001,England and Wales,week-23,Week 23,total-registered-deaths,Total registered deaths
1049,,2019,2019,E12000006,East of England,week-38,Week 38,total-registered-deaths,Total registered deaths
980,,2019,2019,E12000003,Yorkshire and The Humber,week-20,Week 20,total-registered-deaths,Total registered deaths
809,,2019,2019,E12000004,East Midlands,week-29,Week 29,total-registered-deaths,Total registered deaths
1045,,2019,2019,E12000007,London,week-4,Week 04,total-registered-deaths,Total registered deaths
9586,,2014,2014,K04000001,England and Wales,week-44,Week 44,total-registered-deaths,Total registered deaths
529,,2019,2019,E12000001,North East,week-13,Week 13,total-registered-deaths,Total registered deaths
1130,,2019,2019,E12000005,West Midlands,week-50,Week 50,total-registered-deaths,Total registered deaths
1393,,2019,2019,E12000002,North West,week-11,Week 11,total-registered-deaths,Total registered deaths
931,,2019,2019,E12000003,Yorkshire and The Humber,week-25,Week 25,total-registered-deaths,Total registered deaths
554,,2014,2014,E12000001,North East,week-1,Week 01,total-registered-deaths,Total registered deaths
750,,2019,2019,E12000004,East Midlands,week-27,Week 27,total-registered-deaths,Total registered deaths
589,,2019,2019,W92000004,Wales,week-33,Week 33,total-registered-deaths,Total registered deaths
1078,,2014,2014,E12000002,North West,week-16,Week 16,total-registered-deaths,Total registered deaths
1002,,2014,2014,E12000005,West Midlands,week-20,Week 20,total-registered-deaths,Total registered deaths
880,,2019,2019,E12000004,East Midlands,week-23,Week 23,total-registered-deaths,Total registered deaths
1163,,2014,2014,E12000002,North West,week-19,Week 19,total-registered-deaths,Total registered deaths
1039,,2019,2019,E12000009,South West,week-14,Week 14,total-registered-deaths,Total registered deaths
1261,,2014,2014,E12000002,North West,week-40,Week 40,total-registered-deaths,Total registered deaths
898,,2014,2014,E12000006,East of England,week-27,Week 27,total-registered-deaths,Total registered deaths
1012,,2019,2019,E12000006,East of England,week-24,Week 24,total-registered-deaths,Total registered deaths
1150,,2019,2019,E12000005,West Midlands,week-10,Week 10,total-registered-deaths,Total registered deaths
1437,,2019,2019,E12000002,North West,week-12,Week 12,total-registered-deaths,Total registered deaths
976,,2019,2019,E12000007,London,week-36,Week 36,total-registered-deaths,Total registered deaths
411,,2019,2019,E12000001,North East,week-52,Week 52,total-registered-deaths,Total registered deaths
958,,2019,2019,E12000004,East Midlands,week-49,Week 49,total-registered-deaths,Total registered deaths
10140,,2019,2019,K04000001,England and Wales,week-23,Week 23,total-registered-deaths,Total registered deaths
9832,,2014,2014,K04000001,England and Wales,week-12,Week 12,total-registered-deaths,Total registered deaths
814,,2019,2019,E12000009,South West,week-35,Week 35,total-registered-deaths,Total registered deaths
8755,,2014,2014,K04000001,England and Wales,week-32,Week 32,total-registered-deaths,Total registered deaths
653,,2019,2019,E12000007,London,week-52,Week 52,total-registered-deaths,Total registered deaths
595,,2018,2018,W92000004,Wales,week-40,Week 40,total-registered-deaths,Total registered deaths
842,,2019,2019,E12000006,East of England,week-22,Week 22,total-registered-deaths,Total registered deaths
654,,2019,2019,W92000004,Wales,week-13,Week 13,total-registered-deaths,Total registered deaths
11188,,2019,2019,K04000001,England and Wales,week-50,Week 50,total-registered-deaths,Total registered deaths
1033,,2019,2019,E12000003,Yorkshire and The Humber,week-44,Week 44,total-registered-deaths,Total registered deaths
1014,,2019,2019,E12000006,East of England,week-16,Week 16,total-registered-deaths,Total registered deaths
1004,,2019,2019,E12000007,London,week-10,Week 10,total-registered-deaths,Total registered deaths
1238,,2019,2019,E12000006,East of England,week-51,Week 51,total-registered-deaths,Total registered deaths
498,,2014,2014,E12000001,North East,week-42,Week 42,total-registered-deaths,Total registered deaths
484,,2019,2019,E12000001,North East,week-19,Week 19,total-registered-deaths,Total registered deaths
567,,2019,2019,E12000001,North East,week-42,Week 42,total-registered-deaths,Total registered deaths
834,,2019,2019,E12000007,London,week-16,Week 16,total-registered-deaths,Total registered deaths
1011,,2019,2019,E12000003,Yorkshire and The Humber,week-49,Week 49,total-registered-deaths,Total registered deaths
1640,,2019,2019,E12000008,South East,week-12,Week 12,total-registered-deaths,Total registered deaths
1334,,2019,2019,E12000008,South East,week-32,Week 32,total-registered-deaths,Total registered deaths
951,,2019,2019,E12000007,London,week-17,Week 17,total-registered-deaths,Total registered deaths
1856,,2010,2010,E12000008,South East,week-4,Week 04,total-registered-deaths,Total registered deaths
1404,,2019,2019,E12000008,South East,week-39,Week 39,total-registered-deaths,Total registered deaths
1178,,2019,2019,E12000009,South West,week-9,Week 09,total-registered-deaths,Total registered deaths
1456,,2019,2019,E12000008,South East,week-19,Week 19,total-registered-deaths,Total registered deaths
459,,2019,2019,E12000001,North East,week-16,Week 16,total-registered-deaths,Total registered deaths
1291,,2019,2019,E12000006,East of England,week-4,Week 04,total-registered-deaths,Total registered deaths
588,,2019,2019,W92000004,Wales,week-28,Week 28,total-registered-deaths,Total registered deaths
642,,2018,2018,W92000004,Wales,week-45,Week 45,total-registered-deaths,Total registered deaths
1078,,2019,2019,E12000009,South West,week-20,Week 20,total-registered-deaths,Total registered deaths
8027,,2014,2014,K04000001,England and Wales,week-35,Week 35,total-registered-deaths,Total registered deaths
1556,,2019,2019,E12000008,South East,week-42,Week 42,total-registered-deaths,Total registered deaths
1116,,2019,2019,E12000006,East of England,week-48,Week 48,total-registered-deaths,Total registered deaths
927,,2019,2019,E12000003,Yorkshire and The Humber,week-34,Week 34,total-registered-deaths,Total registered deaths
833,,2019,2019,E12000007,London,week-27,Week 27,total-registered-deaths,Total registered deaths
824,,2014,2014,E12000005,West Midlands,week-35,Week 35,total-registered-deaths,Total registered deaths
1034,,2019,2019,E12000003,Yorkshire and The Humber,week-15,Week 15,total-registered-deaths,Total registered deaths
841,,2019,2019,E12000003,Yorkshire and The Humber,week-29,Week 29,total-registered-deaths,Total registered deaths
720,,2019,2019,E12000005,West Midlands,week-52,Week 52,total-registered-deaths,Total registered deaths
1005,,2019,2019,E12000003,Yorkshire and The Humber,week-41,Week 41,total-registered-deaths,Total registered deaths
1201,,2014,2014,E12000002,North West,week-26,Week 26,total-registered-deaths,Total registered deaths
1083,,2019,2019,E12000005,West Midlands,week-49,Week 49,total-registered-deaths,Total registered deaths
933,,2014,2014,E12000006,East of England,week-29,Week 29,total-registered-deaths,Total registered deaths
653,,2019,2019,W92000004,Wales,week-45,Week 45,total-registered-deaths,Total registered deaths
1187,,2014,2014,E12000002,North West,week-41,Week 41,total-registered-deaths,Total registered deaths
782,,2019,2019,E12000004,East Midlands,week-31,Week 31,total-registered-deaths,Total registered deaths
791,,2014,2014,E12000003,Yorkshire and The Humber,week-22,Week 22,total-registered-deaths,Total registered deaths
10427,,2014,2014,K04000001,England and Wales,week-8,Week 08,total-registered-deaths,Total registered deaths
1061,,2019,2019,E12000007,London,week-7,Week 07,total-registered-deaths,Total registered deaths
964,,2014,2014,E12000005,West Midlands,week-13,Week 13,total-registered-deaths,Total registered deaths
515,,2014,2014,W92000004,Wales,week-35,Week 35,total-registered-deaths,Total registered deaths
953,,2019,2019,E12000005,West Midlands,week-32,Week 32,total-registered-deaths,Total registered deaths
1180,,2019,2019,E12000005,West Midlands,week-1,Week 01,total-registered-deaths,Total registered deaths
1017,,2019,2019,E12000009,South West,week-39,Week 39,total-registered-deaths,Total registered deaths
473,,2019,2019,E12000001,North East,week-36,Week 36,total-registered-deaths,Total registered deaths
996,,2019,2019,E12000003,Yorkshire and The Humber,week-17,Week 17,total-registered-deaths,Total registered deaths
939,,2019,2019,E12000005,West Midlands,week-36,Week 36,total-registered-deaths,Total registered deaths
806,,2014,2014,E12000003,Yorkshire and The Humber,week-30,Week 30,total-registered-deaths,Total registered deaths
1083,,2019,2019,E12000009,South West,week-46,Week 46,total-registered-deaths,Total registered deaths
10550,,2014,2014,K04000001,England and Wales,week-50,Week 50,total-registered-deaths,Total registered deaths
994,,2019,2019,E12000006,East of England,week-29,Week 29,total-registered-deaths,Total registered deaths
1252,,2019,2019,E12000008,South East,week-22,Week 22,total-registered-deaths,Total registered deaths
708,,2018,2018,W92000004,Wales,week-50,Week 50,total-registered-deaths,Total registered deaths
502,,2014,2014,E12000001,North East,week-15,Week 15,total-registered-deaths,Total registered deaths
1493,,2019,2019,E12000002,North West,week-18,Week 18,total-registered-deaths,Total registered deaths
976,,2019,2019,E12000007,London,week-44,Week 44,total-registered-deaths,Total registered deaths
817,,2019,2019,E12000004,East Midlands,week-24,Week 24,total-registered-deaths,Total registered deaths
1100,,2019,2019,E12000006,East of England,week-44,Week 44,total-registered-deaths,Total registered deaths
891,,2019,2019,E12000007,London,week-32,Week 32,total-registered-deaths,Total registered deaths
471,,2014,2014,E12000001,North East,week-47,Week 47,total-registered-deaths,Total registered deaths
1341,,2019,2019,E12000002,North West,week-15,Week 15,total-registered-deaths,Total registered deaths
1001,,2019,2019,E12000005,West Midlands,week-37,Week 37,total-registered-deaths,Total registered deaths
1189,,2019,2019,E12000003,Yorkshire and The Humber,week-7,Week 07,total-registered-deaths,Total registered deaths
1149,,2019,2019,E12000009,South West,week-11,Week 11,total-registered-deaths,Total registered deaths
1623,,2019,2019,E12000008,South East,week-15,Week 15,total-registered-deaths,Total registered deaths
1026,,2019,2019,E12000009,South West,week-41,Week 41,total-registered-deaths,Total registered deaths
982,,2019,2019,E12000009,South West,week-30,Week 30,total-registered-deaths,Total registered deaths
10258,,2014,2014,K04000001,England and Wales,week-5,Week 05,total-registered-deaths,Total registered deaths
1280,,2010,2010,E12000008,South East,week-33,Week 33,total-registered-deaths,Total registered deaths
570,,2019,2019,W92000004,Wales,week-31,Week 31,total-registered-deaths,Total registered deaths
8916,,2014,2014,K04000001,England and Wales,week-31,Week 31,total-registered-deaths,Total registered deaths
540,,2019,2019,E12000001,North East,week-43,Week 43,total-registered-deaths,Total registered deaths
10291,,2019,2019,K04000001,England and Wales,week-15,Week 15,total-registered-deaths,Total registered deaths
1088,,2019,2019,E12000006,East of England,week-37,Week 37,total-registered-deaths,Total registered deaths
10198,,2014,2014,K04000001,England and Wales,week-7,Week 07,total-registered-deaths,Total registered deaths
9504,,2014,2014,K04000001,England and Wales,week-15,Week 15,total-registered-deaths,Total registered deaths
1312,,2014,2014,E12000002,North West,week-12,Week 12,total-registered-deaths,Total registered deaths
1050,,2019,2019,E12000005,West Midlands,week-14,Week 14,total-registered-deaths,Total registered deaths
1136,,2019,2019,E12000009,South West,week-1,Week 01,total-registered-deaths,Total registered deaths
1044,,2019,2019,E12000007,London,week-50,Week 50,total-registered-deaths,Total registered deaths
995,,2014,2014,E12000007,London,week-48,Week 48,total-registered-deaths,Total registered deaths
833,,2019,2019,E12000007,London,week-30,Week 30,total-registered-deaths,Total registered deaths
1019,,2019,2019,E12000003,Yorkshire and The Humber,week-42,Week 42,total-registered-deaths,Total registered deaths
1039,,2019,2019,E12000003,Yorkshire and The Humber,week-47,Week 47,total-registered-deaths,Total registered deaths
1143,,2019,2019,E12000005,West Midlands,week-8,Week 08,total-registered-deaths,Total registered deaths
1139,,2019,2019,E12000006,East of England,week-18,Week 18,total-registered-deaths,Total registered deaths
1618,,2019,2019,E12000008,South East,week-47,Week 47,total-registered-deaths,Total registered deaths
1475,,2014,2014,E12000002,North West,week-50,Week 50,total-registered-deaths,Total registered deaths
917,,2014,2014,E12000006,East of England,week-32,Week 32,total-registered-deaths,Total registered deaths
1181,,2019,2019,E12000006,East of England,week-45,Week 45,total-registered-deaths,Total registered deaths
562,,2014,2014,E12000001,North East,week-14,Week 14,total-registered-deaths,Total registered deaths
1101,,2014,2014,E12000002,North West,week-52,Week 52,total-registered-deaths,Total registered deaths
912,,2014,2014,E12000004,East Midlands,week-9,Week 09,total-registered-deaths,Total registered deaths
10527,,2014,2014,K04000001,England and Wales,week-18,Week 18,total-registered-deaths,Total registered deaths
457,,2015,2015,E12000001,North East,week-22,Week 22,total-registered-deaths,Total registered deaths
974,,2019,2019,E12000007,London,week-45,Week 45,total-registered-deaths,Total registered deaths
1025,,2014,2014,E12000005,West Midlands,week-48,Week 48,total-registered-deaths,Total registered deaths
1008,,2019,2019,E12000005,West Midlands,week-40,Week 40,total-registered-deaths,Total registered deaths
1184,,2019,2019,E12000006,East of England,week-49,Week 49,total-registered-deaths,Total registered deaths
